iter	Passed	Remaining
1665	25256	20223
1666	25272	20209
1667	25283	20190
1668	25294	20172
1669	25305	20153
1670	25318	20136
1671	25329	20118
1672	25340	20099
1673	25351	20081
1674	25363	20063
1675	25375	20046
1676	25390	20030
1677	25405	20015
1678	25416	19997
1679	25427	19978
1680	25441	19962
1681	25456	19947
1682	25471	19932
1683	25486	19917
1684	25501	19901
1685	25517	19886
1686	25531	19871
1687	25542	19853
1688	25557	19837
1689	25572	19822
1690	25587	19807
1691	25601	19791
1692	25616	19775
1693	25630	19760
1694	25646	19745
1695	25657	19726
1696	25668	19709
1697	25679	19690
1698	25690	19672
1699	25701	19654
1700	25712	19635
1701	25726	19619
1702	25741	19604
1703	25755	19588
1704	25771	19574
1705	25785	19558
1706	25800	19543
1707	25816	19528
1708	25831	19513
1709	25845	19497
1710	25858	19480
1711	25872	19464
1712	25887	19449
1713	25901	19433
1714	25912	19415
1715	25925	19398
1716	25939	19383
1717	25955	19368
1718	25969	19352
1719	25979	19333
1720	25990	19315
1721	26000	19296
1722	26011	19278
1723	26022	19260
1724	26033	19242
1725	26048	19226
1726	26063	19211
1727	26079	19197
1728	26094	19181
1729	26110	19167
1730	26125	19152
1731	26139	19137
1732	26152	19119
1733	26166	19104
1734	26181	19089
1735	26197	19074
1736	26212	19059
1737	26226	19043
1738	26241	19028
1739	26256	19013
1740	26272	18999
1741	26283	18980
1742	26294	18962
1743	26308	18947
1744	26323	18932
1745	26334	18913
1746	26346	18896
1747	26360	18880
1748	26374	18864
1749	26389	18849
1750	26403	18834
1751	26418	18818
1752	26432	18803
1753	26447	18787
1754	26462	18772
1755	26475	18756
1756	26490	18740
1757	26504	18725
1758	26517	18708
1759	26531	18692
1760	26542	18674
1761	26557	18659
1762	26572	18644
1763	26587	18629
1764	26599	18612
1765	26614	18596
1766	26628	18581
1767	26639	18563
1768	26653	18547
1769	26667	18531
1770	26678	18513
1771	26692	18497
1772	26706	18482
1773	26717	18464
1774	26732	18448
1775	26746	18433
1776	26761	18418
1777	26776	18403
1778	26791	18388
1779	26802	18370
1780	26813	18352
1781	26824	18334
1782	26835	18317
1783	26847	18299
1784	26858	18281
1785	26869	18264
1786	26880	18246
1787	26891	18228
1788	26902	18210
1789	26913	18192
1790	26927	18177
1791	26937	18158
1792	26951	18143
1793	26965	18127
1794	26976	18109
1795	26991	18094
1796	27005	18078
1797	27019	18063
1798	27034	18047
1799	27048	18032
1800	27062	18016
1801	27073	17998
1802	27084	17980
1803	27094	17963
1804	27105	17945
1805	27116	17927
1806	27127	17909
1807	27138	17891
1808	27149	17874
1809	27159	17856
1810	27170	17838
1811	27181	17820
1812	27192	17803
1813	27202	17785
1814	27213	17767
1815	27224	17749
1816	27234	17731
1817	27245	17714
1818	27256	17696
1819	27267	17678
1820	27277	17660
1821	27288	17643
1822	27299	17625
1823	27310	17608
1824	27321	17590
1825	27335	17575
1826	27350	17559
1827	27364	17544
1828	27375	17527
1829	27387	17509
1830	27398	17492
1831	27409	17475
1832	27420	17457
1833	27434	17442
1834	27450	17427
1835	27465	17412
1836	27479	17397
1837	27494	17382
1838	27505	17364
1839	27520	17349
1840	27530	17332
1841	27542	17314
1842	27554	17298
1843	27566	17281
1844	27580	17265
1845	27594	17250
1846	27607	17233
1847	27622	17219
1848	27637	17204
1849	27648	17187
1850	27663	17172
1851	27674	17154
1852	27690	17140
1853	27701	17122
1854	27712	17105
1855	27723	17088
1856	27734	17070
1857	27745	17053
1858	27756	17035
1859	27767	17018
1860	27778	17001
1861	27789	16984
1862	27800	16966
1863	27811	16949
1864	27822	16932
1865	27834	16915
1866	27844	16897
1867	27857	16881
1868	27868	16864
1869	27878	16846
1870	27890	16829
1871	27900	16812
1872	27912	16795
1873	27923	16778
1874	27937	16762
1875	27952	16747
1876	27966	16732
1877	27982	16717
1878	27995	16702
1879	28010	16687
1880	28025	16672
1881	28040	16657
1882	28055	16642
1883	28070	16627
1884	28081	16610
1885	28095	16594
1886	28109	16579
1887	28124	16564
1888	28138	16549
1889	28149	16532
1890	28160	16514
1891	28171	16497
1892	28181	16480
1893	28193	16463
1894	28204	16446
1895	28215	16429
1896	28226	16411
1897	28238	16395
1898	28249	16378
1899	28260	16361
1900	28271	16344
1901	28282	16327
1902	28293	16310
1903	28304	16292
1904	28315	16275
1905	28326	16258
1906	28337	16241
1907	28347	16224
1908	28358	16207
1909	28369	16189
1910	28380	16172
1911	28391	16155
1912	28402	16138
1913	28413	16121
1914	28424	16104
1915	28435	16087
1916	28446	16070
1917	28457	16053
1918	28468	16036
1919	28479	16019
1920	28495	16005
1921	28510	15990
1922	28525	15975
1923	28540	15961
1924	28554	15946
1925	28569	15931
1926	28583	15916
1927	28599	15901
1928	28612	15886
1929	28627	15871
1930	28638	15854
1931	28653	15839
1932	28664	15822
1933	28675	15805
1934	28686	15788
1935	28696	15771
1936	28707	15754
1937	28718	15737
1938	28729	15720
1939	28744	15705
1940	28755	15688
1941	28766	15671
1942	28777	15654
1943	28788	15637
1944	28803	15623
1945	28814	15606
1946	28825	15590
1947	28836	15573
1948	28848	15556
1949	28859	15539
1950	28870	15523
1951	28881	15506
1952	28892	15489
1953	28904	15472
1954	28919	15458
1955	28934	15443
1956	28949	15428
1957	28964	15414
1958	28975	15397
1959	28988	15381
1960	28998	15364
1961	29015	15350
1962	29033	15337
1963	29044	15320
1964	29055	15303
1965	29066	15287
1966	29077	15270
1967	29087	15253
1968	29098	15236
1969	29109	15219
1970	29120	15202
1971	29130	15185
1972	29141	15169
1973	29152	15152
1974	29163	15135
1975	29174	15118
1976	29185	15102
1977	29197	15085
1978	29207	15068
1979	29219	15052
1980	29230	15035
1981	29243	15020
1982	29257	15005
1983	29273	14990
1984	29290	14977
1985	29304	14962
1986	29318	14946
1987	29334	14932
1988	29347	14917
1989	29358	14900
1990	29370	14884
1991	29381	14867
1992	29392	14851
1993	29403	14834
1994	29414	14817
1995	29425	14801
1996	29436	14784
1997	29447	14767
1998	29458	14751
1999	29469	14734
2000	29480	14718
2001	29491	14701
2002	29503	14685
2003	29514	14668
2004	29525	14652
2005	29536	14635
2006	29547	14619
2007	29559	14602
2008	29569	14585
2009	29583	14571
2010	29596	14555
2011	29606	14538
2012	29618	14522
2013	29629	14506
2014	29641	14489
2015	29652	14473
2016	29663	14456
2017	29673	14439
2018	29685	14423
2019	29696	14407
2020	29711	14392
2021	29725	14377
2022	29740	14362
2023	29751	14346
2024	29763	14330
2025	29774	14314
2026	29789	14299
2027	29804	14285
2028	29815	14268
2029	29826	14252
2030	29837	14235
2031	29848	14218
2032	29859	14202
2033	29869	14185
2034	29880	14169
2035	29892	14153
2036	29903	14136
2037	29914	14120
2038	29925	14104
2039	29938	14088
2040	29953	14074
2041	29969	14060
2042	29984	14045
2043	29999	14031
2044	30013	14016
2045	30028	14001
2046	30042	13986
2047	30057	13972
2048	30068	13955
2049	30082	13940
2050	30097	13926
2051	30112	13911
2052	30127	13897
2053	30138	13880
2054	30149	13864
2055	30164	13849
2056	30177	13834
2057	30192	13819
2058	30203	13803
2059	30213	13786
2060	30224	13770
2061	30235	13754
2062	30246	13737
2063	30257	13721
2064	30268	13705
2065	30279	13688
2066	30291	13672
2067	30302	13656
2068	30314	13640
2069	30325	13624
2070	30335	13607
2071	30346	13591
2072	30358	13575
2073	30369	13559
2074	30379	13542
2075	30390	13526
2076	30402	13510
2077	30413	13494
2078	30423	13477
2079	30434	13461
2080	30446	13445
2081	30457	13429
2082	30468	13413
2083	30480	13397
2084	30491	13381
2085	30502	13364
2086	30514	13348
2087	30524	13332
2088	30535	13316
2089	30546	13299
2090	30557	13283
2091	30568	13267
2092	30579	13251
2093	30590	13235
2094	30601	13219
2095	30612	13203
2096	30623	13186
2097	30634	13170
2098	30645	13154
2099	30656	13138
2100	30667	13122
2101	30679	13106
2102	30690	13090
2103	30701	13074
2104	30713	13058
2105	30724	13042
2106	30734	13026
2107	30745	13009
2108	30756	12993
2109	30767	12977
2110	30779	12961
2111	30790	12946
2112	30801	12929
2113	30812	12913
2114	30823	12897
2115	30834	12881
2116	30845	12865
2117	30856	12849
2118	30867	12833
2119	30877	12817
2120	30888	12801
2121	30899	12785
2122	30910	12769
2123	30922	12753
2124	30937	12738
2125	30951	12724
2126	30965	12709
2127	30976	12693
2128	30991	12679
2129	31006	12664
2130	31021	12650
2131	31034	12635
2132	31050	12620
2133	31064	12606
2134	31074	12590
2135	31089	12575
2136	31103	12560
2137	31114	12544
2138	31127	12529
2139	31139	12513
2140	31153	12499
2141	31168	12484
2142	31178	12468
2143	31193	12454
2144	31208	12439
2145	31223	12425
2146	31236	12410
2147	31246	12394
2148	31257	12377
2149	31268	12361
2150	31283	12347
2151	31294	12331
2152	31306	12316
2153	31318	12300
2154	31330	12284
2155	31342	12269
2156	31354	12253
2157	31365	12238
2158	31377	12222
2159	31388	12206
2160	31400	12191
2161	31412	12175
2162	31423	12159
2163	31434	12143
2164	31448	12129
2165	31461	12113
2166	31473	12098
2167	31486	12083
2168	31500	12068
2169	31512	12053
2170	31525	12037
2171	31538	12022
2172	31550	12007
2173	31562	11992
2174	31575	11977
2175	31588	11961
2176	31600	11946
2177	31613	11931
2178	31631	11918
2179	31648	11904
2180	31661	11889
2181	31673	11873
2182	31685	11858
2183	31698	11843
2184	31710	11828
2185	31723	11812
2186	31735	11797
2187	31747	11782
2188	31760	11766
2189	31773	11751
2190	31786	11736
2191	31798	11721
2192	31811	11706
2193	31823	11690
2194	31836	11675
2195	31849	11660
2196	31861	11645
2197	31874	11630
2198	31886	11614
2199	31898	11599
2200	31910	11583
2201	31921	11568
2202	31933	11553
2203	31945	11537
2204	31957	11522
2205	31969	11506
2206	31982	11491
2207	31996	11477
2208	32009	11462
2209	32023	11447
2210	32036	11432
2211	32050	11417
2212	32064	11402
2213	32076	11387
2214	32090	11373
2215	32104	11358
2216	32118	11343
2217	32132	11328
2218	32145	11314
2219	32159	11299
2220	32173	11284
2221	32186	11269
2222	32202	11255
2223	32220	11242
2224	32238	11229
2225	32251	11214
2226	32269	11200
2227	32285	11186
2228	32303	11173
2229	32321	11160
2230	32339	11147
2231	32356	11133
2232	32369	11118
2233	32386	11104
2234	32404	11091
2235	32422	11078
2236	32440	11064
2237	32457	11051
2238	32473	11037
2239	32486	11022
2240	32503	11008
2241	32515	10993
2242	32532	10979
2243	32544	10964
2244	32556	10948
2245	32568	10933
2246	32579	10917
2247	32591	10902
2248	32605	10887
2249	32618	10872
2250	32632	10858
2251	32644	10842
2252	32656	10827
2253	32670	10812
2254	32683	10797
2255	32697	10783
2256	32710	10768
2257	32723	10753
2258	32736	10738
2259	32747	10722
2260	32763	10708
2261	32776	10693
2262	32788	10678
2263	32800	10663
2264	32812	10647
2265	32824	10632
2266	32837	10617
2267	32850	10602
2268	32864	10588
2269	32877	10572
2270	32889	10557
2271	32902	10542
2272	32915	10527
2273	32928	10512
2274	32941	10497
2275	32954	10482
2276	32966	10467
2277	32978	10452
2278	32989	10436
2279	33002	10421
2280	33015	10407
2281	33028	10391
2282	33041	10376
2283	33052	10361
2284	33068	10347
2285	33084	10333
2286	33096	10318
2287	33109	10303
2288	33125	10289
2289	33137	10274
2290	33153	10260
2291	33169	10246
2292	33185	10232
2293	33198	10217
2294	33210	10202
2295	33227	10188
2296	33239	10173
2297	33251	10157
2298	33264	10142
2299	33277	10127
2300	33289	10112
2301	33302	10097
2302	33315	10082
2303	33328	10067
2304	33341	10053
2305	33354	10038
2306	33367	10023
2307	33382	10008
2308	33397	9994
2309	33411	9980
2310	33425	9965
2311	33440	9951
2312	33454	9936
2313	33472	9923
2314	33490	9909
2315	33508	9896
2316	33525	9882
2317	33542	9868
2318	33556	9854
2319	33572	9840
2320	33590	9826
2321	33608	9813
2322	33621	9798
2323	33640	9785
2324	33657	9771
2325	33671	9756
2326	33684	9741
2327	33699	9727
2328	33711	9712
2329	33725	9697
2330	33738	9682
2331	33753	9668
2332	33768	9654
2333	33784	9640
2334	33799	9625
2335	33813	9611
2336	33827	9596
2337	33841	9582
2338	33854	9567
2339	33868	9552
2340	33886	9539
2341	33901	9524
2342	33915	9510
2343	33929	9495
2344	33942	9480
2345	33960	9467
2346	33976	9453
2347	33992	9439
2348	34003	9423
2349	34015	9408
2350	34027	9393
2351	34040	9378
2352	34053	9363
2353	34065	9348
2354	34078	9333
2355	34096	9320
2356	34118	9307
2357	34132	9292
2358	34150	9279
2359	34165	9265
2360	34183	9251
2361	34203	9238
2362	34224	9226
2363	34250	9214
2364	34273	9202
2365	34295	9190
2366	34310	9175
2367	34327	9161
2368	34344	9147
2369	34357	9132
2370	34373	9119
2371	34387	9104
2372	34401	9089
2373	34415	9075
2374	34430	9060
2375	34444	9046
2376	34459	9031
2377	34473	9017
2378	34488	9002
2379	34501	8987
2380	34516	8973
2381	34529	8958
2382	34543	8944
2383	34557	8929
2384	34571	8914
2385	34585	8899
2386	34598	8885
2387	34611	8870
2388	34624	8855
2389	34637	8840
2390	34649	8825
2391	34663	8810
2392	34676	8795
2393	34689	8780
2394	34702	8766
2395	34719	8752
2396	34734	8737
2397	34749	8723
2398	34767	8710
2399	34784	8696
2400	34797	8681
2401	34814	8667
2402	34827	8652
2403	34843	8638
2404	34860	8624
2405	34872	8609
2406	34885	8594
2407	34897	8579
2408	34910	8564
2409	34923	8549
2410	34935	8534
2411	34948	8519
2412	34962	8505
2413	34975	8490
2414	34988	8475
2415	35002	8460
2416	35020	8447
2417	35033	8432
2418	35051	8418
2419	35070	8405
2420	35083	8390
2421	35099	8376
2422	35113	8361
2423	35128	8347
2424	35142	8332
2425	35157	8318
2426	35172	8303
2427	35183	8288
2428	35194	8273
2429	35205	8258
2430	35219	8243
2431	35235	8229
2432	35246	8214
2433	35258	8198
2434	35273	8184
2435	35287	8170
2436	35302	8155
2437	35312	8140
2438	35327	8125
2439	35338	8110
2440	35349	8095
2441	35361	8080
2442	35372	8064
2443	35383	8049
2444	35398	8035
2445	35407	8019
2446	35422	8005
2447	35438	7991
2448	35456	7977
2449	35469	7962
2450	35483	7948
2451	35496	7933
2452	35509	7918
2453	35522	7903
2454	35534	7888
2455	35547	7873
2456	35560	7858
2457	35572	7843
2458	35586	7829
2459	35598	7814
2460	35609	7799
2461	35626	7785
2462	35638	7770
2463	35651	7755
2464	35662	7740
2465	35678	7726
2466	35691	7711
2467	35702	7696
2468	35714	7680
2469	35726	7666
2470	35738	7651
2471	35751	7636
2472	35762	7621
2473	35773	7605
2474	35785	7590
2475	35801	7576
2476	35812	7561
2477	35824	7546
2478	35839	7532
2479	35850	7517
2480	35866	7502
2481	35881	7488
2482	35893	7473
2483	35909	7459
2484	35924	7445
2485	35936	7430
2486	35948	7415
2487	35959	7400
2488	35975	7385
2489	35987	7370
2490	35999	7355
2491	36010	7340
2492	36022	7325
2493	36034	7310
2494	36046	7295
2495	36057	7280
2496	36069	7265
2497	36081	7250
2498	36093	7235
2499	36105	7221
2500	36117	7206
2501	36129	7191
2502	36140	7176
2503	36153	7161
2504	36164	7146
2505	36176	7131
2506	36188	7116
2507	36200	7101
2508	36212	7086
2509	36224	7071
2510	36237	7056
2511	36249	7042
2512	36260	7027
2513	36272	7012
2514	36285	6997
2515	36297	6982
2516	36308	6967
2517	36321	6952
2518	36333	6937
2519	36345	6922
2520	36356	6907
2521	36369	6893
2522	36382	6878
2523	36393	6863
2524	36405	6848
2525	36417	6833
2526	36429	6818
2527	36442	6804
2528	36453	6789
2529	36464	6774
2530	36476	6759
2531	36488	6744
2532	36500	6729
2533	36512	6714
2534	36525	6699
2535	36536	6684
2536	36548	6669
2537	36559	6655
2538	36571	6640
2539	36583	6625
2540	36595	6610
2541	36607	6595
2542	36618	6580
2543	36630	6565
2544	36641	6550
2545	36653	6536
2546	36665	6521
2547	36677	6506
2548	36689	6491
2549	36701	6476
2550	36712	6461
2551	36724	6446
2552	36736	6432
2553	36748	6417
2554	36760	6402
2555	36772	6387
2556	36784	6372
2557	36795	6357
2558	36807	6343
2559	36819	6328
2560	36831	6313
2561	36842	6298
2562	36855	6283
2563	36866	6269
2564	36877	6254
2565	36888	6239
2566	36900	6224
2567	36912	6209
2568	36923	6194
2569	36936	6179
2570	36947	6165
2571	36958	6150
2572	36969	6135
2573	36981	6120
2574	36993	6105
2575	37005	6090
2576	37017	6076
2577	37028	6061
2578	37039	6046
2579	37050	6031
2580	37062	6016
2581	37074	6001
2582	37085	5987
2583	37097	5972
2584	37108	5957
2585	37120	5942
2586	37132	5927
2587	37144	5913
2588	37156	5898
2589	37167	5883
2590	37179	5868
2591	37191	5854
2592	37202	5839
2593	37213	5824
2594	37225	5809
2595	37236	5794
2596	37248	5780
2597	37260	5765
2598	37271	5750
2599	37283	5735
2600	37294	5721
2601	37306	5706
2602	37318	5691
2603	37329	5676
2604	37342	5662
2605	37354	5647
2606	37365	5632
2607	37376	5618
2608	37388	5603
2609	37400	5588
2610	37412	5573
2611	37424	5559
2612	37436	5544
2613	37447	5529
2614	37463	5515
2615	37478	5501
2616	37490	5486
2617	37501	5472
2618	37513	5457
2619	37524	5442
2620	37536	5427
2621	37548	5413
2622	37559	5398
2623	37571	5383
2624	37583	5369
2625	37594	5354
2626	37606	5339
2627	37621	5325
2628	37632	5310
2629	37643	5295
2630	37655	5281
2631	37668	5266
2632	37679	5251
2633	37690	5237
2634	37702	5222
2635	37714	5207
2636	37726	5193
2637	37737	5178
2638	37749	5163
2639	37760	5149
2640	37772	5134
2641	37784	5119
2642	37796	5105
2643	37808	5090
2644	37819	5075
2645	37832	5061
2646	37843	5046
2647	37854	5032
2648	37867	5017
2649	37879	5002
2650	37890	4988
2651	37902	4973
2652	37914	4959
2653	37926	4944
2654	37940	4930
2655	37956	4916
2656	37968	4901
2657	37979	4886
2658	37995	4872
2659	38006	4857
2660	38021	4843
2661	38037	4829
2662	38051	4815
2663	38066	4801
2664	38082	4787
2665	38093	4772
2666	38105	4757
2667	38117	4743
2668	38128	4728
2669	38141	4714
2670	38153	4699
2671	38165	4685
2672	38177	4670
2673	38189	4655
2674	38200	4641
2675	38211	4626
2676	38223	4611
2677	38235	4597
2678	38247	4582
2679	38258	4568
2680	38269	4553
2681	38281	4538
2682	38292	4524
2683	38303	4509
2684	38315	4495
2685	38330	4480
2686	38345	4466
2687	38357	4452
2688	38368	4437
2689	38379	4422
2690	38394	4408
2691	38406	4394
2692	38418	4379
2693	38429	4365
2694	38441	4350
2695	38452	4335
2696	38464	4321
2697	38476	4306
2698	38488	4292
2699	38500	4277
2700	38515	4263
2701	38530	4249
2702	38542	4234
2703	38554	4220
2704	38565	4205
2705	38580	4191
2706	38593	4177
2707	38608	4163
2708	38622	4148
2709	38638	4134
2710	38650	4120
2711	38664	4105
2712	38675	4091
2713	38691	4077
2714	38702	4062
2715	38713	4048
2716	38724	4033
2717	38738	4019
2718	38754	4005
2719	38769	3990
2720	38783	3976
2721	38798	3962
2722	38809	3947
2723	38824	3933
2724	38835	3919
2725	38847	3904
2726	38859	3890
2727	38873	3875
2728	38889	3861
2729	38900	3847
2730	38916	3833
2731	38930	3818
2732	38941	3804
2733	38956	3790
2734	38968	3775
2735	38980	3761
2736	38993	3746
2737	39005	3732
2738	39017	3717
2739	39031	3703
2740	39042	3689
2741	39054	3674
2742	39066	3660
2743	39078	3645
2744	39090	3631
2745	39101	3616
2746	39111	3602
2747	39123	3587
2748	39135	3573
2749	39148	3558
2750	39163	3544
2751	39180	3530
2752	39194	3516
2753	39208	3502
2754	39223	3488
2755	39236	3473
2756	39250	3459
2757	39264	3445
2758	39278	3431
2759	39293	3416
2760	39309	3402
2761	39321	3388
2762	39334	3373
2763	39345	3359
2764	39358	3345
2765	39370	3330
2766	39382	3316
2767	39395	3301
2768	39406	3287
2769	39420	3273
2770	39431	3258
2771	39443	3244
2772	39455	3229
2773	39468	3215
2774	39480	3201
2775	39494	3186
2776	39508	3172
2777	39520	3158
2778	39533	3143
2779	39547	3129
2780	39559	3115
2781	39570	3100
2782	39582	3086
2783	39596	3072
2784	39608	3057
2785	39624	3043
2786	39635	3029
2787	39650	3015
2788	39665	3000
2789	39676	2986
2790	39688	2971
2791	39700	2957
2792	39711	2943
2793	39723	2928
2794	39735	2914
2795	39747	2900
2796	39758	2885
2797	39770	2871
2798	39782	2856
2799	39793	2842
2800	39804	2827
2801	39816	2813
2802	39828	2799
2803	39840	2784
2804	39852	2770
2805	39864	2756
2806	39875	2741
2807	39887	2727
2808	39899	2712
2809	39910	2698
2810	39922	2684
2811	39934	2669
2812	39946	2655
2813	39957	2641
2814	39968	2626
2815	39981	2612
2816	39992	2598
2817	40004	2583
2818	40016	2569
2819	40028	2554
2820	40040	2540
2821	40052	2526
2822	40064	2512
2823	40076	2497
2824	40087	2483
2825	40099	2468
2826	40111	2454
2827	40122	2440
2828	40134	2425
2829	40147	2411
2830	40158	2397
2831	40169	2382
2832	40182	2368
2833	40194	2354
2834	40205	2340
2835	40217	2325
2836	40230	2311
2837	40242	2297
2838	40253	2282
2839	40265	2268
2840	40277	2254
2841	40289	2239
2842	40301	2225
2843	40313	2211
2844	40325	2196
2845	40336	2182
2846	40348	2168
2847	40360	2154
2848	40372	2139
2849	40384	2125
2850	40396	2111
2851	40408	2096
2852	40419	2082
2853	40431	2068
2854	40443	2054
2855	40455	2039
2856	40467	2025
2857	40479	2011
2858	40491	1996
2859	40502	1982
2860	40515	1968
2861	40527	1954
2862	40538	1939
2863	40551	1925
2864	40563	1911
2865	40575	1897
2866	40586	1882
2867	40598	1868
2868	40610	1854
2869	40622	1840
2870	40634	1825
2871	40645	1811
2872	40658	1797
2873	40669	1783
2874	40681	1768
2875	40693	1754
2876	40705	1740
2877	40717	1726
2878	40728	1711
2879	40740	1697
2880	40751	1683
2881	40764	1669
2882	40776	1654
2883	40787	1640
2884	40799	1626
2885	40811	1612
2886	40823	1597
2887	40834	1583
2888	40845	1569
2889	40857	1555
2890	40869	1540
2891	40880	1526
2892	40893	1512
2893	40905	1498
2894	40916	1484
2895	40928	1469
2896	40940	1455
2897	40951	1441
2898	40963	1427
2899	40975	1412
2900	40987	1398
2901	40998	1384
2902	41010	1370
2903	41022	1356
2904	41033	1341
2905	41045	1327
2906	41057	1313
2907	41069	1299
2908	41081	1285
2909	41093	1270
2910	41105	1256
2911	41117	1242
2912	41128	1228
2913	41140	1214
2914	41152	1200
2915	41168	1185
2916	41179	1171
2917	41191	1157
2918	41202	1143
2919	41215	1129
2920	41228	1115
2921	41239	1100
2922	41251	1086
2923	41263	1072
2924	41274	1058
2925	41286	1044
2926	41298	1030
2927	41310	1015
2928	41321	1001
2929	41332	987
2930	41344	973
2931	41356	959
2932	41367	944
2933	41379	930
2934	41391	916
2935	41402	902
2936	41414	888
2937	41426	874
2938	41437	860
2939	41449	845
2940	41461	831
2941	41473	817
2942	41484	803
2943	41495	789
2944	41507	775
2945	41519	761
2946	41530	746
2947	41542	732
2948	41554	718
2949	41565	704
2950	41576	690
2951	41588	676
2952	41600	662
2953	41611	647
2954	41622	633
2955	41634	619
2956	41646	605
2957	41657	591
2958	41669	577
2959	41680	563
2960	41691	549
2961	41704	535
2962	41719	520
2963	41734	506
2964	41750	492
2965	41765	478
2966	41777	464
2967	41789	450
2968	41805	436
2969	41816	422
2970	41828	408
2971	41839	394
2972	41851	380
2973	41862	365
2974	41874	351
2975	41886	337
2976	41897	323
2977	41909	309
2978	41921	295
2979	41932	281
2980	41942	267
2981	41954	253
2982	41966	239
2983	41977	225
2984	41989	211
2985	42001	196
2986	42013	182
2987	42024	168
2988	42036	154
2989	42048	140
2990	42060	126
2991	42072	112
2992	42084	98
2993	42096	84
2994	42108	70
2995	42120	56
2996	42132	42
2997	42143	28
2998	42155	14
2999	42166	0
