iter	Logloss
0	0.478097039
1	0.3410464246
2	0.2561910838
3	0.2032478488
4	0.1681279381
5	0.1480502517
6	0.1288054024
7	0.1168720237
8	0.1051806093
9	0.09574648217
10	0.09028342096
11	0.08387255006
12	0.07984713378
13	0.07619600309
14	0.07217507575
15	0.07002679338
16	0.0683631116
17	0.06539684733
18	0.06353760178
19	0.06226122977
20	0.06096995711
21	0.05943695496
22	0.05801083501
23	0.05697832873
24	0.05618636278
25	0.05454337303
26	0.05357529132
27	0.05279863745
28	0.05151219207
29	0.0506923396
30	0.04940276342
31	0.04884872131
32	0.04822617947
33	0.04749009975
34	0.04689210172
35	0.04619700764
36	0.04506635835
37	0.04445076224
38	0.04406470622
39	0.04321237155
40	0.04254502836
41	0.04222139286
42	0.04171754342
43	0.04126476351
44	0.04060300499
45	0.04005048839
46	0.03968528678
47	0.03919208155
48	0.03853216923
49	0.03811246809
50	0.03753265161
51	0.03718598052
52	0.03688670533
53	0.03661076553
54	0.03642003119
55	0.03620962451
56	0.03590148781
57	0.0357193947
58	0.03531709682
59	0.03440015359
60	0.03419954747
61	0.03401613736
62	0.03372707644
63	0.03341364652
64	0.03325247668
65	0.03306800053
66	0.0328543405
67	0.0326956935
68	0.0325351832
69	0.03234518652
70	0.0322052054
71	0.03207091886
72	0.03186019071
73	0.03167668828
74	0.03151055074
75	0.03131546508
76	0.03114410626
77	0.03103600499
78	0.03089565008
79	0.03067541741
80	0.03054370569
81	0.03037361746
82	0.03023597585
83	0.03006833472
84	0.02972619773
85	0.02953782304
86	0.02938727846
87	0.02929302269
88	0.02914130599
89	0.02904394189
90	0.02892226852
91	0.02866610286
92	0.028543036
93	0.02825108757
94	0.02804536695
95	0.02793669582
96	0.02774562321
97	0.02765116514
98	0.02756489866
99	0.02744202868
100	0.02724873633
101	0.02698843807
102	0.02690846309
103	0.0267725324
104	0.02663380625
105	0.02654927126
106	0.02644268035
107	0.02634809354
108	0.02623925872
109	0.02615090554
110	0.02606627754
111	0.0259179332
112	0.02582838792
113	0.02568961419
114	0.02561788067
115	0.02554406072
116	0.02545484652
117	0.02533715814
118	0.02504573026
119	0.0249423508
120	0.02482747802
121	0.02474494622
122	0.02466938585
123	0.0245879671
124	0.02447118332
125	0.02430072508
126	0.02420577981
127	0.02416160891
128	0.0240747929
129	0.02395804695
130	0.02390728665
131	0.02384553261
132	0.02366502486
133	0.02355295024
134	0.02344337328
135	0.02340594835
136	0.02330353416
137	0.02318530165
138	0.02312628729
139	0.02308809609
140	0.02298491382
141	0.02288532417
142	0.02276748216
143	0.02269220533
144	0.02262626197
145	0.02244595064
146	0.02237692035
147	0.02232234692
148	0.02223591397
149	0.02218037998
150	0.0221230214
151	0.02204486517
152	0.02197675073
153	0.0219152248
154	0.02181544296
155	0.02165462997
156	0.02155217935
157	0.02142043015
158	0.02137629223
159	0.02123642868
160	0.0211556231
161	0.02108161462
162	0.02093582684
163	0.02084202653
164	0.02078971653
165	0.02074672342
166	0.02069578032
167	0.02063147452
168	0.02046852208
169	0.02021715079
170	0.02014740734
171	0.02009513389
172	0.0200485044
173	0.01999530978
174	0.01994523752
175	0.01990544039
176	0.01983292244
177	0.01965888246
178	0.01960564554
179	0.0195710751
180	0.01949992803
181	0.01937441247
182	0.01931861784
183	0.01927268576
184	0.01923017774
185	0.01917842761
186	0.0191371855
187	0.01906532331
188	0.01901341576
189	0.01891185022
190	0.01885999132
191	0.0187361609
192	0.01869262524
193	0.01863048134
194	0.01852189008
195	0.01849250059
196	0.01841786149
197	0.01836679162
198	0.01829621364
199	0.01826248122
200	0.01823496918
201	0.01817069843
202	0.01814440316
203	0.01808197014
204	0.01804241884
205	0.01797272801
206	0.01792208541
207	0.01787677841
208	0.01783089833
209	0.01778988375
210	0.01769900369
211	0.01766711289
212	0.01761836404
213	0.01757854056
214	0.01752002135
215	0.01745788306
216	0.01742398472
217	0.01737385992
218	0.01731565529
219	0.01725902539
220	0.01722038044
221	0.01717397026
222	0.0171386643
223	0.01710194095
224	0.01692441227
225	0.0168215916
226	0.01677618431
227	0.01672980463
228	0.01667383153
229	0.01662491478
230	0.01659217969
231	0.01654795378
232	0.01652442243
233	0.01648496776
234	0.01644769451
235	0.01640159477
236	0.0163729106
237	0.01632555133
238	0.01630434749
239	0.01627731933
240	0.01624321095
241	0.01619863673
242	0.0160939774
243	0.01602961248
244	0.0159943436
245	0.0159494201
246	0.01592005851
247	0.01586834033
248	0.01584750272
249	0.01579002249
250	0.01575186835
251	0.01571038232
252	0.01566843065
253	0.01563857993
254	0.015557595
255	0.01553121374
256	0.01549497139
257	0.0154703629
258	0.01543263742
259	0.01539417511
260	0.01537150965
261	0.01533913334
262	0.01530616999
263	0.01527788502
264	0.01521829504
265	0.01518157358
266	0.01515328803
267	0.01513462017
268	0.0150653782
269	0.01502188043
270	0.01499581022
271	0.01495413026
272	0.01491044781
273	0.01487778774
274	0.01485922959
